,FOMC_date,document_type,document_data_512,document_data_wo_stopwords_512,press_conference,release_date,label_market,label_FED
195,1999-10-05,statement,workers willing to take jobs in these circumstances the FOMC will need to be especially alert in the months ahead to the potential for costs to increase significantly in excess of productivity in a manner that could contribute to inflation pressures and undermine the impressive performance of the economy against this background the FOMC adopted a directive that was biased toward a possible firming of policy going forward committee members emphasized that such a directive did not signify a commitment to near term action the FOMC will need to evaluate additional information on the balance of aggregate supply and demand and conditions in financial markets 1999 monetary policy home news and events accessibility,immediate release FOMC decided today leave target federal funds rate unchanged strengthening productivity growth fostering favorable trends unit costs prices much recent information suggests trends sustained nonetheless growth demand continued outpace supply evidenced decreasing pool available workers willing take jobs circumstances FOMC need especially alert months ahead potential costs increase significantly excess productivity manner could contribute inflation pressures undermine impressive performance economy background committee adopted directive biased toward possible firming policy going forward committee members emphasized directive signify commitment near term action committee need evaluate additional information balance aggregate supply demand conditions financial markets 1999 monetary policy home news events accessibility,0,1999-10-05,0,1
196,1997-02-04,minutes,producer prices than in the third quarter private payroll employment rose appreciably further in december after recording sizable increases over october and november the gains remained widespread among employment categories and continued to be led by large advances in the services and trade industries aggregate hours of private production workers and the average workweek edged higher in the fourth quarter the civilian unemployment rate was unchanged in december at 5 3 percent its average level for the second half of the year return to top industrial production increased sharply in november and december the gains in december were widely distributed across manufacturing industries but were held down by a steep decline in the output of utilities after a surge in november the production of aircraft and parts extended a strong uptrend the utilization of total manufacturing capacity rose considerably further in december to a level slightly above its long term average consumer spending registered a sizable increase over the fourth quarter after having grown little during the summer in december total nominal retail sales rose considerably following a small decline in november the december increases were spread across all major categories except for some further decline in sales of building materials and supplies the most recent data on services expenditures pointed to moderate advances in october and november surveys indicated that consumer confidence had remained elevated in late 1996 and early 1997 housing starts fell appreciably in december evidently reflecting unusually adverse weather conditions in several parts of the country and were down somewhat for the fourth quarter as a whole the declines were concentrated in single family units permits for new home construction were little changed in december but edged lower for the fourth quarter as a whole available data indicated a somewhat slower pace of sales of new and existing homes in the fourth quarter growth of business fixed investment moderated considerably in the fourth quarter after advancing sharply in the previous quarter the slowdown reflected a small decline in spending on producer durable equipment that was more than offset by an apparent surge in outlays for nonresidential structures growth in spending on office computing and communications equipment slowed somewhat from the third quarter pace but remained on a steep uptrend business investment in transportation equipment was weak in the fourth quarter as sales of heavy trucks fell further and work stoppages at a major manufacturer prompted cuts,turned discussion economic financial outlook ranges growth money debt 1997 implementation monetary policy intermeeting period ahead summary economic financial information available time meeting committee discussion provided followed domestic policy directive approved committee issued federal reserve bank new york information reviewed meeting suggested growth economy strengthened markedly fourth quarter 1996 large extent gain final demand quarter reflected surge exports consumer spending also increased substantially risen much reduced pace third quarter despite slowing growth business fixed investment easing housing activity overall economy expanded briskly reflected data production employment tightness labor markets persisted evidenced continued acceleration labor compensation fourth quarter discernible change underlying trend price inflation although spurt energy prices resulted faster increases overall consumer producer prices third quarter private payroll employment rose appreciably december recording sizable increases october november gains remained widespread among employment categories continued led large advances services trade industries aggregate hours private production workers average workweek edged higher fourth quarter civilian unemployment rate unchanged december 5 3 percent average level second half year return top industrial production increased sharply november december gains december widely distributed across manufacturing industries held steep decline output utilities surge november production aircraft parts extended strong uptrend utilization total manufacturing capacity rose considerably december level slightly long term average consumer spending registered sizable increase fourth quarter grown little summer december total nominal retail sales rose considerably following small decline november december increases spread across major categories except decline sales building materials supplies recent data services expenditures pointed moderate advances october november surveys indicated consumer confidence remained elevated late 1996 early 1997 housing starts fell appreciably december evidently reflecting unusually adverse weather conditions several parts country somewhat fourth quarter whole declines concentrated single family units permits new home construction little changed december edged lower fourth quarter whole available data indicated somewhat slower pace sales new existing homes fourth quarter growth business fixed investment moderated considerably fourth quarter advancing sharply previous quarter slowdown reflected small decline spending producer durable equipment offset apparent surge outlays nonresidential structures growth spending office computing communications equipment slowed somewhat third quarter pace remained steep uptrend business investment transportation equipment weak fourth quarter sales heavy trucks fell work stoppages major manufacturer prompted cuts fleet auto sales october november business inventory investment picked somewhat average october november increase occurring manufacturing trade inventories increased moderately balance two month period reflecting considerable strength shipments sales however inventory sales ratios industries trade groupings edged lower third quarter,0,1997-03-27,0,-1
197,2020-07-29,statement,using its full range of tools to support the u s economy in this challenging time thereby promoting its maximum employment and price stability goals the coronavirus outbreak is causing tremendous human and economic hardship across the united states and around the world following sharp declines economic activity and employment have picked up somewhat in recent months but remain well below their levels at the beginning of the year weaker demand and significantly lower oil prices are holding down consumer price inflation overall financial conditions have improved in recent months in part reflecting policy measures to support the economy and the flow of credit to u s households and businesses the path of the economy will depend significantly on the course of the virus the ongoing public health crisis will weigh heavily on economic activity employment and inflation in the near term and poses considerable risks to the economic outlook over the medium term in light of these developments the FOMC decided to maintain the target range for the federal funds rate at 0 to 1 4 percent the FOMC expects to maintain this target range until it is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals the FOMC will continue to monitor the implications of incoming information for the economic outlook including information related to public health as well as global developments and muted inflation pressures and will use its tools and act as appropriate to support the economy in determining the timing and size of future adjustments to the stance of monetary policy the FOMC will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments to support the flow of credit to households and businesses over coming months the federal reserve will increase its holdings of treasury securities and agency residential and commercial mortgage backed securities at least at the current pace to sustain smooth market functioning thereby fostering effective transmission of monetary policy to broader financial conditions in addition the open market desk will continue to offer large scale overnight and term repurchase agreement operations the FOMC will closely monitor developments and is,account wide range information including measures labor market conditions indicators inflation pressures inflation expectations readings financial international developments support flow credit households businesses coming months federal reserve increase holdings treasury securities agency residential commercial mortgage backed securities least current pace sustain smooth market functioning thereby fostering effective transmission monetary policy broader financial conditions addition open market desk continue offer large scale overnight term repurchase agreement operations committee closely monitor developments prepared adjust plans appropriate,1,2020-07-29,-1,0
198,2020-07-29,minutes,june spreads on agency cmbs remained at pre pandemic levels and agency cmbs issuance was strong in contrast bank lending standards for cre loans tightened further according to the july sloos and cre loan growth at banks slowed the credit quality of existing cre loans continued to deteriorate as further signs of repayment difficulties emerged most notably in the lodging and retail sectors financing conditions in the residential mortgage market were generally unchanged over the intermeeting period the spread between the primary mortgage rate and mbs yields remained wide reflecting capacity constraints at loan originators increased origination costs and decreases in the value of servicing rights credit continued to flow to borrowers with higher credit scores seeking mortgages that met standard conforming loan criteria and low mortgage interest rates supported elevated refinancing activity financing conditions remained tight however for borrowers with relatively low credit scores and for those seeking nonconforming mortgages the july sloos and other surveys of mortgage market conditions suggested that both bank and nonbank lenders tightened standards in the second quarter the credit quality of mortgages did not appear to deteriorate further over the period financing conditions for consumer credit tightened a bit further during the intermeeting period in the credit card market lending standards at commercial banks tightened further according to the july sloos in contrast conditions in the auto loan market appeared to be little changed on balance with those for subprime borrowers remaining tight conditions in the consumer asset backed securities abs markets were stable during the intermeeting period yield spreads for certain highly rated credit card and auto loan abs stabilized at pre pandemic levels while student and auto loan abs issuance recovered to a pre pandemic pace consumer credit quality remained stable partly due to forbearance programs the staff provided an update on its assessment of the stability of the financial system and on balance characterized the financial vulnerabilities of the u s financial system as notable while noting an unusually high level of uncertainty associated with this assessment the staff judged that asset valuation pressures were notable in particular high yield and investment grade corporate bond spreads were within historical norms and commercial real estate prices were continuing to increase despite rising vacancy rates the staff assessed vulnerabilities due to nonfinancial leverage to have risen from moderate to notable reflecting declines in household incomes and business profits such declines implied less,tighter end range since 2005 marked change year ago c loans banks balance sheets contracted significantly june reflecting paydowns record draws credit lines seen previous months well low originations credit quality nonfinancial corporations deteriorated intermeeting period sizable volume speculative grade debt downgraded june defaults may reached highest single month volume since 2009 june defaults high well market indicators future default expectations also deteriorated somewhat municipal market financing conditions remained accommodative although credit quality municipal debt continued show signs weakness financing conditions small businesses remained tight banks reported july sloos level standards small businesses tighter end range since 2005 time credit needs small businesses remained high prospect arose many businesses shut operations response rising coronavirus cases small business loan performance deteriorated significantly short term delinquencies comparable levels seen early 2008 amid tighter lending standards high credit demand advances via paycheck protection program lending facility continued grow intermeeting period early july main street lending program became fully operational financing conditions commercial real estate cre particularly capital markets recovered intermeeting period spreads non agency commercial mortgage backed securities cmbs continued decline june issuance non agency cmbs continued show signs moderate recovery may june spreads agency cmbs remained pre pandemic levels agency cmbs issuance strong contrast bank lending standards cre loans tightened according july sloos cre loan growth banks slowed credit quality existing cre loans continued deteriorate signs repayment difficulties emerged notably lodging retail sectors financing conditions residential mortgage market generally unchanged intermeeting period spread primary mortgage rate mbs yields remained wide reflecting capacity constraints loan originators increased origination costs decreases value servicing rights credit continued flow borrowers higher credit scores seeking mortgages met standard conforming loan criteria low mortgage interest rates supported elevated refinancing activity financing conditions remained tight however borrowers relatively low credit scores seeking nonconforming mortgages july sloos surveys mortgage market conditions suggested bank nonbank lenders tightened standards second quarter credit quality mortgages appear deteriorate period financing conditions consumer credit tightened bit intermeeting period credit card market lending standards commercial banks tightened according july sloos contrast conditions auto loan market appeared little changed balance subprime borrowers remaining tight conditions consumer asset backed securities abs markets stable intermeeting period yield spreads certain highly rated credit card auto loan abs stabilized pre pandemic levels student auto loan abs issuance recovered pre pandemic pace consumer credit quality remained stable partly due forbearance programs staff provided update assessment stability financial system balance characterized financial vulnerabilities,1,2020-08-19,-1,0
199,2015-03-18,minutes,this year and spreads continued to be low after taking into account deals in the pipeline for march issuance in the first quarter of 2015 was expected to be the strongest since the financial crisis according to the march senior credit officer opinion survey on dealer financing terms dealers willingness to provide warehouse financing for loans intended for inclusion in cmbs increased since the beginning of 2014 in addition demand for funding of cmbs by hedge funds and real estate investment trusts reportedly rose over the same period credit conditions for mortgages remained tight for riskier borrowers with relatively few mortgages originated to borrowers in the lower portion of the credit score distribution for borrowers who qualify for a mortgage the cost of credit stayed low by historical standards consumer credit rose further over the intermeeting period auto and student loan balances continued to expand robustly through january while credit card balances decelerated slightly issuance of consumer asset backed securities remained robust the dollar appreciated against most other currencies over the intermeeting period as policymakers in the euro area sweden denmark and many emerging market economies eased monetary policy even as market participants anticipated monetary policy tightening in the united states central bank policymakers in sweden and denmark lowered the rates on their respective deposit facilities further below zero in addition in sweden the benchmark repurchase agreement or repo rate was reduced in february to below zero for the first time and a further cut was announced in march equity prices rose in most of the advanced foreign economies with euro area stocks rallying both before and after the early march commencement of sovereign bond purchases by the ecb under its pspp stock market performance in the emerging market economies was more varied with net losses in some and net gains in others yields on german government securities declined with negative yields extending to longer maturities than at the time of the january meeting likely in reaction to the pspp and yield spreads of most other euro area sovereign bonds over german bonds narrowed the main exception was greek bonds spreads on which widened on net amid heightened volatility as negotiations between greece and its official creditors over support for the country s public finances continued yields on the long term sovereign bonds of many other countries including japan and the united kingdom rose during the period staff economic outlook,september fomc meeting probabilities marked relative january survey addition survey respondents widely expected patient language removed fomc statement following march meeting conditional change statement respondents assigned roughly 40 percent probability average liftoff occurring two meetings ahead assigned remaining probability later dates credit conditions faced large nonfinancial firms remained generally accommodative corporate bond issuance increased february mostly reflecting activity investment grade firms commercial industrial loans banks books continued expand strongly reportedly part fund increased merger acquisition activity institutional leveraged loan issuance january february supported strong issuance new money loans refinancing activity effectively came stop likely reflecting elevated loan spreads net issuance collateralized loan obligations modestly strong pace registered fourth quarter 2014 financing commercial real estate cre sector stayed broadly available intermeeting period growth cre loans banks books remained solid part supported loans finance construction activity issuance commercial mortgage backed securities cmbs still robust far year spreads continued low taking account deals pipeline march issuance first quarter 2015 expected strongest since financial crisis according march senior credit officer opinion survey dealer financing terms dealers willingness provide warehouse financing loans intended inclusion cmbs increased since beginning 2014 addition demand funding cmbs hedge funds real estate investment trusts reportedly rose period credit conditions mortgages remained tight riskier borrowers relatively mortgages originated borrowers lower portion credit score distribution borrowers qualify mortgage cost credit stayed low historical standards consumer credit rose intermeeting period auto student loan balances continued expand robustly january credit card balances decelerated slightly issuance consumer asset backed securities remained robust dollar appreciated currencies intermeeting period policymakers euro area sweden denmark many emerging market economies eased monetary policy even market participants anticipated monetary policy tightening united states central bank policymakers sweden denmark lowered rates respective deposit facilities zero addition sweden benchmark repurchase agreement repo rate reduced february zero first time cut announced march equity prices rose advanced foreign economies euro area stocks rallying early march commencement sovereign bond purchases ecb pspp stock market performance emerging market economies varied net losses net gains others yields german government securities declined negative yields extending longer maturities time january meeting likely reaction pspp yield spreads euro area sovereign bonds german bonds narrowed main exception greek bonds spreads widened net amid heightened volatility negotiations greece official creditors support country public finances continued yields long term sovereign bonds many countries including japan united kingdom rose period staff economic outlook u economic forecast prepared staff march fomc meeting projected real gdp,1,2015-04-08,-1,1
200,2015-03-18,statement,has weakened inflation has declined further below the FOMC s longer run objective largely reflecting declines in energy prices market based measures of inflation compensation remain low survey based measures of longer term inflation expectations have remained stable consistent with its statutory mandate the FOMC seeks to foster maximum employment and price stability the FOMC expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the FOMC judges consistent with its dual mandate the FOMC continues to see the risks to the outlook for economic activity and the labor market as nearly balanced inflation is anticipated to remain near its recent low level in the near term but the FOMC expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of energy price declines and other factors dissipate the FOMC continues to monitor inflation developments closely to support continued progress toward maximum employment and price stability the FOMC today reaffirmed its view that the current 0 to 1 4 percent target range for the federal funds rate remains appropriate in determining how long to maintain this target range the FOMC will assess progress both realized and expected toward its objectives of maximum employment and 2 percent inflation this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments consistent with its previous statement the FOMC judges that an increase in the target range for the federal funds rate remains unlikely at the april fomc meeting the FOMC anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term this change in the forward guidance does not indicate that the FOMC has decided on the timing of the initial increase in the target range the FOMC is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction this policy by keeping the FOMC s holdings of longer term securities at,currently anticipates even employment inflation near mandate consistent levels economic conditions may time warrant keeping target federal funds rate levels committee views normal longer run,1,2015-03-18,-1,1
201,2009-01-28,minutes,november the contraction was broad based the decrease in production of consumer goods reflected cutbacks in motor vehicle assemblies as well as in the output of consumer durable goods such as appliances furniture and carpeting output in high tech sectors contracted in the fourth quarter reflecting reduced production of semiconductors communications equipment and computers the production of aircraft and parts recorded an increase in december after being held down in the autumn by a strike and by problems with some outsourced components available forward looking indicators pointed to a further contraction in manufacturing output in coming months real consumer spending appeared to decline sharply again in the fourth quarter likely reflecting the combined effects of decreases in house and equity prices a weakening labor market and tight credit conditions real spending on goods excluding motor vehicles was estimated to have fallen noticeably in december more than reversing an increase in november outlays on motor vehicles edged down in november and december following a sharper decline in october early indicators of spending in january pointed to continued soft demand readings on consumer sentiment remained at very low levels by historical standards through the end of 2008 and showed little improvement in early january real residential construction contracted in november and december single family housing starts dropped at a much faster rate in those months than they had in the first 10 months of the year multifamily starts also fell in those months as did permit issuance for both categories housing demand remained very weak and although the stock of unsold new single family homes continued to move down in november inventories of unsold homes remained elevated relative to the pace of sales sales of existing single family homes dropped less than sales of new homes in november and turned up in december but the relative strength in sales of existing homes appeared to be at least partly attributable to increases in foreclosure related and other distressed sales although the interest rate on conforming 30 year fixed rate mortgages declined markedly over the intermeeting period the senior loan officer opinion survey on bank lending practices that was conducted in january indicated that banks had tightened lending standards on prime mortgage loans over the preceding three months the market for nonconforming loans remained severely impaired several indexes indicated that house prices continued to decline rapidly in the business sector investment in equipment and,fell sharply unemployment rate rose industrial production dropped severely earlier months headline consumer prices fell november december reflecting declines consumer energy prices core consumer prices flat months conditions financial markets showed limited improvement extraordinary financial stresses remained apparent credit conditions became still tighter households businesses employment continued contract private nonfarm payrolls fell sharply december substantial losses wide range industries indicators job vacancies hiring declined layoffs continued mount unemployment rate increased 7 2 percent december share individuals working part time economic reasons surged labor force participation rate edged second consecutive month december industrial production posted sharp decline falling substantially november contraction broad based decrease production consumer goods reflected cutbacks motor vehicle assemblies well output consumer durable goods appliances furniture carpeting output high tech sectors contracted fourth quarter reflecting reduced production semiconductors communications equipment computers production aircraft parts recorded increase december held autumn strike problems outsourced components available forward looking indicators pointed contraction manufacturing output coming months real consumer spending appeared decline sharply fourth quarter likely reflecting combined effects decreases house equity prices weakening labor market tight credit conditions real spending goods excluding motor vehicles estimated fallen noticeably december reversing increase november outlays motor vehicles edged november december following sharper decline october early indicators spending january pointed continued soft demand readings consumer sentiment remained low levels historical standards end 2008 showed little improvement early january real residential construction contracted november december single family housing starts dropped much faster rate months first 10 months year multifamily starts also fell months permit issuance categories housing demand remained weak although stock unsold new single family homes continued move november inventories unsold homes remained elevated relative pace sales sales existing single family homes dropped less sales new homes november turned december relative strength sales existing homes appeared least partly attributable increases foreclosure related distressed sales although interest rate conforming 30 year fixed rate mortgages declined markedly intermeeting period senior loan officer opinion survey bank lending practices conducted january indicated banks tightened lending standards prime mortgage loans preceding three months market nonconforming loans remained severely impaired several indexes indicated house prices continued decline rapidly business sector investment equipment software appeared contract noticeably fourth quarter decreases registered major spending categories december business purchases autos trucks moved spending high tech capital goods appeared decline fourth quarter orders shipments many types equipment declined october november imports capital goods dropped back months forward looking indicators investment equipment software pointed likely declines,0,2009-02-18,0,1
202,2009-01-28,statement,to further support credit markets and economic activity and help to preserve price stability,agency debt mortgage backed securities provide support mortgage housing markets stands ready expand quantity purchases duration purchase program conditions warrant committee also prepared purchase longer term treasury securities evolving circumstances indicate transactions would particularly effective improving conditions private credit markets federal reserve implementing term asset backed securities loan facility facilitate extension credit households small businesses committee continue monitor carefully size composition federal reserve balance sheet light evolving financial market developments assess whether expansions modifications lending facilities would serve support credit markets economic activity help preserve price stability,0,2009-01-28,0,1
203,1994-09-27,minutes,slowing in the pace of the expansion as a reasonable expectation though they acknowledged that signs of such slowing currently were limited and in particular that the most recent data indicated a greater probability of somewhat more strength in aggregate demand than had appeared to be developing during the late spring and early summer the policy tightening actions implemented earlier in the year seemed to have elicited only a mild response thus far in interest sensitive sectors of the economy however much of the retarding effects of those actions including the recent sizable tightening in august probably had not yet been felt in the economy in light of the strength of aggregate demand and lags in the effects of policy the risks of some rise in inflation rates probably had increased how large this rise might be or when it might be reversed was very difficult to predict at this point however indications of a persisting pickup in inflation would be a matter of considerable concern and further developments would need to be monitored with special care in light of the FOMC s longstanding commitment to containing inflation and moving over time toward price stability to foster the maximum sustainable performance of the economy in their review of developments across the nation members commented on high levels of business activity in many regions and many of them referred to increasing reports of scarcities of specific types of labor resources after softening earlier in many areas business conditions appeared to have strengthened in a number of regions during recent weeks while displaying little change or continued moderate growth elsewhere robust expansion in manufacturing activity especially in the motor vehicle and related industries was a notable feature of recent business developments on the financial side the overall expansion of credit had remained moderate but many members stressed the ready availability of financing from increasingly aggressive bank lenders moreover despite higher interest rates capital markets were providing continued support to a wide variety of borrowers the constraints on the availability of credit and the reluctance of many borrowers to incur new debt factors that had tended to retard the recovery during its earlier stages had given way to a financial climate that might even be providing an extra impetus to spending with regard to the outlook for activity in key sectors of the economy consumer spending had been more buoyant than expected over,higher inflation growth consumer expenditures projected moderate next year spending consumer durables lost momentum context diminishing pent demands rise borrowing costs smaller gains income extended period rapid increases growth business fixed investment also expected slow appreciably partly reflecting less favorable financial conditions partly slower pace output growth homebuilding would damped higher financing costs though activity sector expected remain well depressed levels reached recent years economy operating close long run potential reduction core rate inflation anticipated forecast horizon consumer price inflation projected elevated near term pass ongoing run materials prices higher import prices settling committee discussion current prospective economic conditions members commented continuing indications robust expansion business activity output near maximum sustainable levels still viewed significant slowing pace expansion reasonable expectation though acknowledged signs slowing currently limited particular recent data indicated greater probability somewhat strength aggregate demand appeared developing late spring early summer policy tightening actions implemented earlier year seemed elicited mild response thus far interest sensitive sectors economy however much retarding effects actions including recent sizable tightening august probably yet felt economy light strength aggregate demand lags effects policy risks rise inflation rates probably increased large rise might might reversed difficult predict point however indications persisting pickup inflation would matter considerable concern developments would need monitored special care light committee longstanding commitment containing inflation moving time toward price stability foster maximum sustainable performance economy review developments across nation members commented high levels business activity many regions many referred increasing reports scarcities specific types labor resources softening earlier many areas business conditions appeared strengthened number regions recent weeks displaying little change continued moderate growth elsewhere robust expansion manufacturing activity especially motor vehicle related industries notable feature recent business developments financial side overall expansion credit remained moderate many members stressed ready availability financing increasingly aggressive bank lenders moreover despite higher interest rates capital markets providing continued support wide variety borrowers constraints availability credit reluctance many borrowers incur new debt factors tended retard recovery earlier stages given way financial climate might even providing extra impetus spending regard outlook activity key sectors economy consumer spending buoyant expected recent months members saw spending likely reasonably well maintained moderation growth quarters ahead seemed likely however pent demands increasingly satisfied housing related purchases consumer durables tended moderate members cited anecdotal evidence fairly brisk retail sales many areas recently associated optimism among retail business contacts recent survey results indicated consumer sentiment remained favorable sales motor vehicles expected continue,0,1994-11-18,1,1
204,2015-06-17,statement,has been moderate and the housing sector has shown some improvement however business fixed investment and net exports stayed soft inflation continued to run below the FOMC s longer run objective partly reflecting earlier declines in energy prices and decreasing prices of non energy imports energy prices appear to have stabilized market based measures of inflation compensation remain low survey based measures of longer term inflation expectations have remained stable consistent with its statutory mandate the FOMC seeks to foster maximum employment and price stability the FOMC expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the FOMC judges consistent with its dual mandate the FOMC continues to see the risks to the outlook for economic activity and the labor market as nearly balanced inflation is anticipated to remain near its recent low level in the near term but the FOMC expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of earlier declines in energy and import prices dissipate the FOMC continues to monitor inflation developments closely to support continued progress toward maximum employment and price stability the FOMC today reaffirmed its view that the current 0 to 1 4 percent target range for the federal funds rate remains appropriate in determining how long to maintain this target range the FOMC will assess progress both realized and expected toward its objectives of maximum employment and 2 percent inflation this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments the FOMC anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term the FOMC is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage backed securities in agency mortgage backed securities and of rolling over maturing treasury securities at auction this policy by keeping the FOMC s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions when the FOMC decides to begin to remove policy accommodation it,longer run goals maximum employment inflation 2 percent committee currently anticipates even employment inflation near mandate consistent levels economic conditions may time warrant keeping target federal funds rate levels committee views normal longer run,1,2015-06-17,-1,0
205,2015-06-17,minutes,dual mandate inflation readings available since the april meeting continued to run below the FOMC s longer run objective partly reflecting earlier declines in energy prices and continued decreases in prices of non energy imports however energy prices appeared to have stabilized participants continued to project a gradual rise in inflation toward 2 percent over the medium term as the labor market improved further and the transitory effects of earlier declines in energy and import prices dissipated in discussing how to interpret the reported weakness in real gdp during the first quarter participants considered alternative estimates of real economic activity based on various data filtering models maintained by board and reserve bank staff these models yielded a range of estimates but overall they suggested that real activity in the first quarter was likely stronger than the then current official estimate of real gdp some participants indicated that the higher alternative estimates seemed more consistent with the increases in real gross domestic income and private domestic final purchases in the first quarter as well as the strength in employment and hours worked however the alternative estimates left open the question of when and to what extent the seasonal adjustment and other measurement issues associated with official estimates of gdp in the first quarter might unwind while participants generally saw the risks to their projections of economic activity and the labor market as balanced they gave a number of reasons to be cautious in assessing the outlook some pointed to the risk that the weaker than anticipated rise in economic activity over the first half of the year could reflect factors that might continue to restrain sales and production and that economic activity might not have sufficient momentum to sustain progress toward the FOMC s objectives in particular they were concerned that consumers could remain cautious or that the drag on sectors affected by lower energy prices and the higher dollar could persist others however viewed the strength in the labor market in recent months as potentially signaling a stronger than expected bounceback in economic activity several mentioned their uncertainty about whether greece and its official creditors would reach an agreement and about the likely pace of economic growth abroad particularly in china and other emerging market economies other concerns were related to whether the apparent weakness in productivity growth recently would be reversed or continue on the one hand a rebound,longer run conditional participant judgment appropriate monetary policy 5 longer run projections represent participant assessment rate variable would expected converge time appropriate monetary policy absence shocks economy projections policy assessments described summary economic projections addendum minutes discussion economic situation outlook meeting participants viewed information received intermeeting period indicating economic activity expanding moderately little change first quarter year early 2015 number factors including unfavorable weather parts country labor disputes west coast ports temporarily held real gdp several analy ses also suggested difficulties seasonal adjustment likely contributed underestimate first quarter real gdp unemployment rate unchanged period april june meetings payroll employment posted solid gains balance range labor market indicators suggested underutilization labor resources diminished somewhat although participants marked expectations rate increase real gdp first half year projections economic growth second half 2015 2016 2017 broadly similar prepared march meeting respective assumptions appropriate monetary policy participants generally expected real gdp expand rate sufficient continue move labor market conditions toward levels judged consistent committee dual mandate inflation readings available since april meeting continued run committee longer run objective partly reflecting earlier declines energy prices continued decreases prices non energy imports however energy prices appeared stabilized participants continued project gradual rise inflation toward 2 percent medium term labor market improved transitory effects earlier declines energy import prices dissipated discussing interpret reported weakness real gdp first quarter participants considered alternative estimates real economic activity based various data filtering models maintained board reserve bank staff models yielded range estimates overall suggested real activity first quarter likely stronger current official estimate real gdp participants indicated higher alternative estimates seemed consistent increases real gross domestic income private domestic final purchases first quarter well strength employment hours worked however alternative estimates left open question extent seasonal adjustment measurement issues associated official estimates gdp first quarter might unwind participants generally saw risks projections economic activity labor market balanced gave number reasons cautious assessing outlook pointed risk weaker anticipated rise economic activity first half year could reflect factors might continue restrain sales production economic activity might sufficient momentum sustain progress toward committee objectives particular concerned consumers could remain cautious drag sectors affected lower energy prices higher dollar could persist others however viewed strength labor market recent months potentially signaling stronger expected bounceback economic activity several mentioned uncertainty whether greece official creditors would reach agreement likely pace economic growth abroad particularly china emerging market economies concerns related whether apparent weakness productivity growth recently,1,2015-07-08,-1,0
